Problema,Solución,y
show items in a list one by one until encountering a negative,"def print_until_negative_buggy(lst):
    i = 0
    while not (i >= len(lst)):
        print(lst[i])
        break
        if lst[i] < 0:
            break
        i = i + 1",2
show items in a list one by one until encountering a negative,"def print_until_negative_buggy(lst):
    idx = 0
    while idx != len(lst):
        print(lst[idx])
        break
        if lst[idx] < 0:
            break
        idx += 1",2
show items in a list one by one until encountering a negative,"def print_until_negative_buggy(lst):
    counter = 0
    while len(lst) > counter:
        print(lst[counter])
        break
        if lst[counter] < 0:
            break
        counter = counter + 1",2
show items in a list one by one until encountering a negative,"def print_until_negative_buggy(lst):
    i = 0
    while i < len(lst):
        print(lst[i])
        break
        if not lst[i] >= 0:
            break
        i += 1",2
show items in a list one by one until encountering a negative,"def print_until_negative_buggy(lst):
    position = 0
    while position < len(lst):
        print(lst[position])
        break
        if lst[position] < 0:
            break
        position += 1",2
output each item in the list until a negative value is reached,"def print_until_negative_buggy(lst):
    i = 0
    while not (i >= len(lst)):
        print(lst[i])
        break
        if lst[i] < 0:
            break
        i = i + 1",2
output each item in the list until a negative value is reached,"def print_until_negative_buggy(lst):
    idx = 0
    while idx != len(lst):
        print(lst[idx])
        break
        if lst[idx] < 0:
            break
        idx += 1",2
output each item in the list until a negative value is reached,"def print_until_negative_buggy(lst):
    counter = 0
    while len(lst) > counter:
        print(lst[counter])
        break
        if lst[counter] < 0:
            break
        counter = counter + 1",2
output each item in the list until a negative value is reached,"def print_until_negative_buggy(lst):
    i = 0
    while i < len(lst):
        print(lst[i])
        break
        if not lst[i] >= 0:
            break
        i += 1",2
output each item in the list until a negative value is reached,"def print_until_negative_buggy(lst):
    position = 0
    while position < len(lst):
        print(lst[position])
        break
        if lst[position] < 0:
            break
        position += 1",2
list all elements before a negative is found[1][3].,"def print_until_negative_buggy(lst):
    i = 0
    while not (i >= len(lst)):
        print(lst[i])
        break
        if lst[i] < 0:
            break
        i = i + 1",2
list all elements before a negative is found[1][3].,"def print_until_negative_buggy(lst):
    idx = 0
    while idx != len(lst):
        print(lst[idx])
        break
        if lst[idx] < 0:
            break
        idx += 1",2
list all elements before a negative is found[1][3].,"def print_until_negative_buggy(lst):
    counter = 0
    while len(lst) > counter:
        print(lst[counter])
        break
        if lst[counter] < 0:
            break
        counter = counter + 1",2
list all elements before a negative is found[1][3].,"def print_until_negative_buggy(lst):
    i = 0
    while i < len(lst):
        print(lst[i])
        break
        if not lst[i] >= 0:
            break
        i += 1",2
list all elements before a negative is found[1][3].,"def print_until_negative_buggy(lst):
    position = 0
    while position < len(lst):
        print(lst[position])
        break
        if lst[position] < 0:
            break
        position += 1",2
Count the number of integers divisible by 3 from 1 to n,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while n >= i:
        if not i % 3:
            pass
        i += 1
    return count",2
Count the number of integers divisible by 3 from 1 to n,"def count_mult_3_buggy(n):
    i = 0
    count = 0
    while i < n:
        if (i + 1) % 3 == 0:
            pass
        i += 1
    return count",2
Count the number of integers divisible by 3 from 1 to n,"def count_mult_3_buggy(n):
    i = 1
    count = 0
    while True:
        if i > n:
            break
        if i % 3 == False:
            pass
        i += 1
    return count",2
Count the number of integers divisible by 3 from 1 to n,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while i <= n:
        if (i % 3) is 0:
            pass
        i = i + 1
    return count",2
Count the number of integers divisible by 3 from 1 to n,"def count_mult_3_buggy(n):
    count = 0
    i = n
    while i >= 1:
        if i % 3 == 0:
            pass
        i -= 1
    return count",2
find how many numbers up to n are multiples of 3,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while n >= i:
        if not i % 3:
            pass
        i += 1
    return count",2
find how many numbers up to n are multiples of 3,"def count_mult_3_buggy(n):
    i = 0
    count = 0
    while i < n:
        if (i + 1) % 3 == 0:
            pass
        i += 1
    return count",2
find how many numbers up to n are multiples of 3,"def count_mult_3_buggy(n):
    i = 1
    count = 0
    while True:
        if i > n:
            break
        if i % 3 == False:
            pass
        i += 1
    return count",2
find how many numbers up to n are multiples of 3,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while i <= n:
        if (i % 3) is 0:
            pass
        i = i + 1
    return count",2
find how many numbers up to n are multiples of 3,"def count_mult_3_buggy(n):
    count = 0
    i = n
    while i >= 1:
        if i % 3 == 0:
            pass
        i -= 1
    return count",2
determine the quantity of multiples of 3 less than or equal to n,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while n >= i:
        if not i % 3:
            pass
        i += 1
    return count",2
determine the quantity of multiples of 3 less than or equal to n,"def count_mult_3_buggy(n):
    i = 0
    count = 0
    while i < n:
        if (i + 1) % 3 == 0:
            pass
        i += 1
    return count",2
determine the quantity of multiples of 3 less than or equal to n,"def count_mult_3_buggy(n):
    i = 1
    count = 0
    while True:
        if i > n:
            break
        if i % 3 == False:
            pass
        i += 1
    return count",2
determine the quantity of multiples of 3 less than or equal to n,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while i <= n:
        if (i % 3) is 0:
            pass
        i = i + 1
    return count",2
determine the quantity of multiples of 3 less than or equal to n,"def count_mult_3_buggy(n):
    count = 0
    i = n
    while i >= 1:
        if i % 3 == 0:
            pass
        i -= 1
    return count",2
calculate the total of numbers up to n that are divisible by 3,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while n >= i:
        if not i % 3:
            pass
        i += 1
    return count",2
calculate the total of numbers up to n that are divisible by 3,"def count_mult_3_buggy(n):
    i = 0
    count = 0
    while i < n:
        if (i + 1) % 3 == 0:
            pass
        i += 1
    return count",2
calculate the total of numbers up to n that are divisible by 3,"def count_mult_3_buggy(n):
    i = 1
    count = 0
    while True:
        if i > n:
            break
        if i % 3 == False:
            pass
        i += 1
    return count",2
calculate the total of numbers up to n that are divisible by 3,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while i <= n:
        if (i % 3) is 0:
            pass
        i = i + 1
    return count",2
calculate the total of numbers up to n that are divisible by 3,"def count_mult_3_buggy(n):
    count = 0
    i = n
    while i >= 1:
        if i % 3 == 0:
            pass
        i -= 1
    return count",2
compute how many values between 1 and n are multiples of 3,"def count_mult_3_buggy(n):
    count = 0
    i = 1
    while n >= i:
        if not i % 3:
            pass
        i += 1
    return count",2
compute how many values between 1 and n are multiples of 3,"def count_mult_3_buggy(n):
    i = 0
    count = 0
    while i < n:
        if (i + 1) % 3 == 0:
            pass
        i += 1
    return count",2
compute how many values between 1 and n are multiples of 3,"def count_mult_3_buggy(n):
    i = 1
    count = 0
    while True:
        if i > n:
            break
        if i % 3 == False:
            pass
        i += 1
    return count",2
